rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,656941,Kyle Schwarber,PHI,TOR,2026-08-09T17:35:00Z,In Progress,1,Shane Bieber,669456,R,72.8,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",75.5,63.4,63.8,93.2,80.0,56.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.2% barrel, 7.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.07,54.0,93.39,104.5014,0.511,0.2721,0.3744,77.09,75.0,54.56,32.97,39.9,0.2894,11.18,46.31,90.54,0.5266,0.2327,24.98,L To R,90,Citizens Bank Park,
2,700250,Ben Rice,NYY,ATL,2026-08-09T17:35:00Z,In Progress,2,Grant Holmes,656550,R,68.4,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",65.1,51.9,82.2,100.0,80.0,18.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,1,"Last 7 games: 2/24, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 17.4 HR allowed",EV profile; pitcher fly-ball pressure modest,15.68,50.43,92.39,102.5777,0.5229,0.2534,0.3791,72.84,28.01,45.94,29.9,30.2,0.2762,9.54,42.32,90.59,0.4245,0.1775,27.88,Out To RF,90,Yankee Stadium,
3,621566,Matt Olson,ATL,NYY,2026-08-09T17:35:00Z,In Progress,3,Cam Schlittler,693645,R,68.1,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",67.2,35.8,82.2,96.6,80.0,85.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 11.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.17,51.34,92.81,103.9083,0.5109,0.2622,0.3621,74.53,47.54,38.07,32.78,31.8,0.2603,8.13,39.57,88.44,0.3546,0.1372,27.23,Out To RF,90,Yankee Stadium,
4,547180,Bryce Harper,PHI,TOR,2026-08-09T17:35:00Z,In Progress,3,Shane Bieber,669456,R,66.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.5,63.4,63.8,96.6,80.0,59.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.2% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.81,45.61,90.53,102.0342,0.5067,0.2331,0.3827,74.31,46.34,38.33,27.87,25.6,0.2407,11.18,46.31,90.54,0.5266,0.2327,24.98,L To R,90,Citizens Bank Park,
5,808959,Munetaka Murakami,CWS,CLE,2026-08-09T18:10:00Z,Delayed,2,Joey Cantillo,676282,L,65.6,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot",82.2,37.5,57.1,100.0,50.0,47.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.9% barrel, 13.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.2,59.0,94.0,104.6126,0.502,0.285,0.364,74.8,50.8,42.8,40.5,26.0,0.303,7.9,39.98,88.59,0.3735,0.1424,27.37,R To L,86,Rate Field,
6,676475,Alec Burleson,STL,COL,2026-08-09T18:15:00Z,In Progress,3,Michael Lorenzen,547179,R,65.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.1,54.4,68.1,96.6,80.0,72.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 19.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.9,47.2,91.56,101.8793,0.5144,0.2263,0.3702,73.07,32.32,44.03,27.82,18.0,0.1837,9.08,44.24,90.56,0.4713,0.1847,25.87,Out To LF,90,Busch Stadium,
7,660271,Shohei Ohtani,LAD,AZ,2026-08-09T20:10:00Z,Pre-Game,1,Eduardo Rodriguez,593958,L,64.4,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",80.8,43.4,41.7,93.2,50.0,70.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 16.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.67,54.43,93.78,104.3747,0.5965,0.3064,0.4145,74.96,52.45,47.26,32.62,34.7,0.2791,8.55,35.9,88.2,0.4457,0.1804,26.91,None,72,Chase Field,
8,682987,Spencer Jones,NYY,ATL,2026-08-09T17:35:00Z,In Progress,6,Grant Holmes,656550,R,64.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Platoon Edge",65.6,51.9,82.2,76.2,80.0,0.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 17.4 HR allowed",EV profile; pitcher fly-ball pressure modest,13.0,58.8,94.1,103.6166,0.438,0.209,0.324,77.8,79.5,29.0,37.7,5.0,0.183,9.54,42.32,90.59,0.4245,0.1775,27.88,Out To RF,90,Yankee Stadium,
9,660670,Ronald Acuña Jr.,ATL,NYY,2026-08-09T17:35:00Z,In Progress,2,Cam Schlittler,693645,R,63.9,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",62.3,35.8,82.2,100.0,50.0,78.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.79,47.88,91.02,102.8632,0.5147,0.2531,0.3851,75.98,62.88,37.0,28.65,14.7,0.2063,8.13,39.57,88.44,0.3546,0.1372,27.23,Out To RF,90,Yankee Stadium,
10,669065,Kyle Stowers,MIA,LAA,2026-08-09T17:40:00Z,In Progress,1,Grayson Rodriguez,680570,R,63.8,Tier 3,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",60.9,70.0,35.0,93.2,80.0,28.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 11.5% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.78,53.82,91.73,103.2332,0.4649,0.223,0.3435,75.28,54.88,45.92,32.13,18.7,0.228,11.5,49.7,91.1,0.547,0.24,29.7,None,72,loanDepot park,
