rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,805811,Bryce Eldridge,SF,MIN,2026-09-22T01:45:00Z,Pre-Game,2,Zebby Matthews,805673,R,67.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",68.7,54.7,55.3,95.5,80.0,48.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 10.5% barrel, 19.7 HR allowed",EV profile; pitcher fly-ball pressure modest,15.55,57.18,93.57,103.331,0.4799,0.2442,0.3608,72.86,28.22,37.71,36.28,11.9,0.156,10.53,41.18,90.25,0.4344,0.1802,28.36,Out To CF,60,Oracle Park,
2,695578,James Wood,WSH,DET,2026-09-21T22:40:00Z,Pre-Game,1,River Ryan,689981,R,64.1,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",78.4,41.2,47.6,93.2,80.0,18.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,18.43,57.91,94.93,106.3173,0.542,0.2715,0.3953,76.56,66.43,32.99,24.24,30.3,0.2393,,,,,,,L To R,61,Comerica Park,
3,624413,Pete Alonso,BAL,TOR,2026-09-21T22:35:00Z,Delayed Start,2,Trey Yesavage,702056,R,59.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",72.6,32.6,36.6,100.0,50.0,69.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 7.0 HR allowed",EV profile; pitcher fly-ball pressure modest,15.68,55.45,93.71,104.2341,0.5538,0.2745,0.3923,74.78,48.65,36.57,30.67,38.0,0.2408,6.58,42.25,90.01,0.3414,0.1261,25.46,In From CF,69,Oriole Park at Camden Yards,
4,680664,Eduardo Valencia,DET,WSH,2026-09-21T22:40:00Z,Pre-Game,4,DJ Herz,687792,L,58.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.3,41.2,47.6,94.9,78.0,45.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,21,0,Contact streak: 10/21 over last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.9,47.6,90.0,101.4714,0.504,0.239,0.342,73.2,30.2,39.0,22.0,6.0,0.267,,,,,,,L To R,61,Comerica Park,
5,682985,Riley Greene,DET,WSH,2026-09-21T22:40:00Z,Pre-Game,3,DJ Herz,687792,L,58.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",62.0,41.2,47.6,96.6,50.0,50.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.84,46.55,90.11,102.5427,0.5036,0.2459,0.3614,75.6,58.29,39.26,33.31,25.5,0.2098,,,,,,,L To R,61,Comerica Park,
6,691181,Emmanuel Rodriguez,MIN,SF,2026-09-22T01:45:00Z,Pre-Game,8,Blade Tidwell,694918,R,55.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",70.9,38.9,55.3,52.4,80.0,6.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,19.0,52.4,91.6,102.985,0.492,0.254,0.32,76.6,74.5,38.1,28.6,1.0,0.212,9.45,34.4,87.99,0.4129,0.1614,26.7,Out To CF,60,Oracle Park,
7,665019,Kody Clemens,MIN,SF,2026-09-22T01:45:00Z,Pre-Game,4,Blade Tidwell,694918,R,55.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.4,38.9,55.3,94.9,80.0,0.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.51,46.55,91.71,101.3868,0.4566,0.2076,0.3324,72.06,14.35,46.43,33.18,23.9,0.2231,9.45,34.4,87.99,0.4129,0.1614,26.7,Out To CF,60,Oracle Park,
8,695734,Daylen Lile,WSH,DET,2026-09-21T22:40:00Z,Pre-Game,2,River Ryan,689981,R,53.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.4,41.2,47.6,100.0,80.0,64.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.35,38.63,88.69,99.1018,0.449,0.1768,0.334,70.71,9.85,40.45,33.6,18.1,0.192,,,,,,,L To R,61,Comerica Park,
9,701678,Hao-Yu Lee,DET,WSH,2026-09-21T22:40:00Z,Pre-Game,2,DJ Herz,687792,L,52.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",35.8,41.2,47.6,100.0,78.0,58.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.8,41.2,89.6,100.3423,0.395,0.163,0.3,71.5,22.1,27.4,26.5,10.0,0.164,,,,,,,L To R,61,Comerica Park,
10,682928,CJ Abrams,WSH,DET,2026-09-21T22:40:00Z,Pre-Game,4,River Ryan,689981,R,52.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.3,41.2,47.6,94.9,80.0,45.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,1,"Last 7 games: 9/30, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.28,40.25,89.26,99.8368,0.4199,0.1735,0.323,72.82,27.19,44.36,28.45,27.4,0.2145,,,,,,,L To R,61,Comerica Park,
